CONTRIBUTION_ID,CREATED_AT,DONATION_TYPE,CC_TYPE,VALUE
8105029,2024-06-27 15:39:47.148,donation,PayPal,50
9261106,2024-12-29 15:23:22.078,donation,Mastercard,100
7301905,2024-02-28 16:53:00.702,donation,Venmo,100
7966881,2024-05-17 07:03:27.719,donation,PayPal,500
8987933,2024-12-03 03:36:22.423,donation,Visa,500
8379897,2024-09-18 19:44:46.422,donation,ApplePay,25
8376298,2024-09-18 12:41:37.063,donation,PayPal,93
7305795,2024-02-28 22:10:23.542,match,Mastercard,150
8381397,2024-09-18 23:37:54.354,donation,ApplePay,20
8402608,2024-09-23 17:28:28.622,donation,Visa,500
7307418,2024-02-29 00:37:51.490,donation,Visa,25
7301793,2024-02-28 16:39:13.832,donation,PayPal,25
8352342,2024-09-12 21:10:54.368,donation,Mastercard,25
8377688,2024-09-18 16:25:23.585,donation,Visa,100
8382654,2024-09-19 03:09:35.663,donation,Amex,100
7308360,2024-02-29 01:59:26.114,donation,Mastercard,25
8646315,2024-10-21 01:35:59.351,donation,Venmo,500
6987138,2023-12-31 21:40:32.994,donation,Visa,50
7301111,2024-02-28 15:22:12.875,donation,PayPal,100
9174924,2024-12-15 19:04:11.081,donation,PayPal,50
9175637,2024-12-15 21:41:56.677,donation,ApplePay,250
7307545,2024-02-29 00:46:24.210,donation,Venmo,500
8382547,2024-09-19 02:41:43.568,donation,PayPal,10
6990734,2023-12-31 23:37:06.646,donation,Visa,25
7302528,2024-02-28 17:48:31.913,donation,Visa,500
7301455,2024-02-28 15:59:22.429,donation,Visa,50
6718788,2023-11-20 17:54:59.646,donation,ApplePay,100
7300264,2024-02-28 13:30:58.077,donation,Visa,50
8380190,2024-09-18 20:30:12.533,donation,Visa,10
8379761,2024-09-18 19:23:14.766,donation,Visa,100
7307544,2024-02-29 00:46:21.743,donation,Visa,50.92
8380039,2024-09-18 20:09:16.320,donation,ApplePay,100
8358226,2024-09-14 01:35:11.302,donation,Amex,100
8379973,2024-09-18 19:56:47.135,donation,ApplePay,100.96
8645184,2024-10-20 19:27:23.172,donation,Mastercard,250
8385469,2024-09-19 17:59:45.732,general,Mastercard,50
8648028,2024-10-21 15:29:30.175,donation,Venmo,100
9119729,2024-12-06 23:15:17.902,donation,Venmo,100
9228161,2024-12-24 12:45:15.162,donation,Venmo,25
8292341,2024-09-04 18:02:27.025,installment,Visa,10
8382145,2024-09-19 01:26:52.926,donation,Discover,100
7315106,2024-02-29 17:31:06.960,general,Mastercard,50
7305167,2024-02-28 21:03:12.811,donation,Visa,1000
7308190,2024-02-29 01:43:17.486,donation,Mastercard,500
7818767,2024-04-21 18:00:53.647,installment,Mastercard,100
7125627,2024-01-31 13:56:27.464,donation,PayPal,15000
7309644,2024-02-29 06:04:48.021,donation,Visa,300
8374774,2024-09-17 23:26:58.966,donation,Mastercard,20
7304191,2024-02-28 19:09:33.598,donation,Mastercard,100
7301864,2024-02-28 16:48:27.256,donation,PayPal,25
8382430,2024-09-19 02:17:58.140,donation,PayPal,25
8381013,2024-09-18 22:39:00.651,donation,ApplePay,25
8380644,2024-09-18 21:40:40.831,donation,PayPal,25
7304221,2024-02-28 19:13:16.760,donation,Mastercard,25
8380929,2024-09-18 22:26:06.596,donation,PayPal,50
6504733,2023-10-15 17:12:05.679,donation,PayPal,500
7990637,2024-05-24 15:13:12.822,donation,Mastercard,250
7300930,2024-02-28 15:02:53.392,donation,Visa,136
8381352,2024-09-18 23:30:28.020,donation,Visa,500
7304561,2024-02-28 19:49:25.041,donation,ApplePay,50
8380241,2024-09-18 20:36:32.234,donation,Visa,50
9155571,2024-12-12 21:12:39.709,donation,Visa,100
7307163,2024-02-29 00:17:56.151,donation,Venmo,50
8376504,2024-09-18 13:28:10.432,donation,Visa,500
7305915,2024-02-28 22:21:34.766,donation,Mastercard,50
9198149,2024-12-19 04:11:25.074,donation,PayPal,250
6960602,2023-12-29 22:35:04.204,donation,Visa,250
8382427,2024-09-19 02:16:47.549,donation,PayPal,100
7287173,2024-02-27 03:24:25.122,donation,PayPal,250
8379845,2024-09-18 19:36:05.737,donation,Mastercard,15
7308686,2024-02-29 02:38:03.545,donation,PayPal,25
8504846,2024-10-08 18:32:04.593,donation,WebPay,100
8382429,2024-09-19 02:17:19.553,donation,Venmo,25
8377641,2024-09-18 16:19:14.782,donation,Mastercard,25
8382264,2024-09-19 01:46:00.051,donation,Visa,100
8381993,2024-09-19 01:02:53.345,donation,Mastercard,10
7301503,2024-02-28 16:05:29.320,donation,Venmo,100
8377148,2024-09-18 15:09:18.337,donation,PayPal,100
9133971,2024-12-09 21:46:05.413,donation,Visa,500
8296847,2024-09-05 14:47:50.720,donation,PayPal,100
8380524,2024-09-18 21:23:27.635,donation,PayPal,10
8381420,2024-09-18 23:41:52.187,donation,Visa,25
7304388,2024-02-28 19:29:35.098,donation,Visa,100
7192181,2024-02-12 23:40:28.784,donation,Visa,5
9134172,2024-12-09 22:12:40.818,donation,ApplePay,500
7528653,2024-03-25 20:39:56.528,donation,Mastercard,1000
8376398,2024-09-18 13:07:36.218,donation,ApplePay,50
8476649,2024-10-04 00:11:07.271,donation,Visa,200
7302884,2024-02-28 18:01:52.670,donation,PayPal,25
8381090,2024-09-18 22:51:09.296,donation,Mastercard,100
7830484,2024-04-23 18:02:25.944,installment,Amex,25
7308832,2024-02-29 02:52:09.890,donation,ApplePay,100.93
8359207,2024-09-14 17:13:18.085,donation,Mastercard,1000
7308977,2024-02-29 03:10:26.016,donation,Visa,200
6725226,2023-11-22 14:58:13.172,donation,Amex,25
8381310,2024-09-18 23:24:14.452,donation,Visa,90
8482499,2024-10-04 20:39:20.718,donation,ApplePay,100
8270071,2024-08-29 13:10:34.075,donation,Amex,100
8375833,2024-09-18 03:07:27.993,donation,ApplePay,400
9293246,2024-12-31 07:27:21.034,donation,Visa,1200
7309248,2024-02-29 03:51:33.605,donation,Mastercard,20.88
9257209,2024-12-28 20:46:32.395,donation,PayPal,500
7300360,2024-02-28 13:44:51.156,donation,Mastercard,200
6608274,2023-10-30 16:01:05.996,donation,PayPal,250
7301328,2024-02-28 15:47:09.645,donation,Mastercard,100
7309357,2024-02-29 04:11:08.012,donation,Amex,200
7300872,2024-02-28 14:56:00.022,donation,Visa,50
7887691,2024-05-01 22:30:37.394,donation,Mastercard,25
7272663,2024-02-23 20:49:00.170,installment,Amex,25
8378173,2024-09-18 17:31:11.104,donation,Visa,100
6902466,2023-12-19 13:59:41.143,donation,Visa,1500
9152012,2024-12-12 15:53:11.221,donation,Discover,250
7299972,2024-02-28 12:12:59.824,donation,Visa,20
7310010,2024-02-29 11:57:20.400,donation,Visa,10
9293296,2024-12-31 07:43:40.715,donation,Visa,350
8067202,2024-06-18 13:16:31.180,donation,Mastercard,61.8
8381603,2024-09-19 00:06:06.017,donation,Visa,50
7291493,2024-02-27 17:59:04.301,donation,Visa,65
6677507,2023-11-13 00:57:59.220,donation,ApplePay,100
7303944,2024-02-28 18:44:38.560,donation,PayPal,100
7307573,2024-02-29 00:48:04.826,donation,PayPal,50
8381439,2024-09-18 23:44:01.982,donation,Visa,50
8254001,2024-08-24 21:25:47.570,donation,Visa,50
8464533,2024-10-02 14:36:36.092,donation,PayPal,100
7300541,2024-02-28 14:10:22.526,donation,Visa,200
7308508,2024-02-29 02:15:38.176,donation,Visa,150
7300376,2024-02-28 13:47:39.716,donation,PayPal,100
9194595,2024-12-18 18:04:45.949,donation,PayPal,300
7308400,2024-02-29 02:03:06.617,donation,ApplePay,19.89
6718537,2023-11-20 16:46:14.974,donation,Visa,100
8807602,2024-11-10 21:59:10.441,donation,Visa,250
9279529,2024-12-30 18:21:52.065,donation,Visa,2500
9182017,2024-12-16 22:59:11.973,donation,Mastercard,100
7306006,2024-02-28 22:29:25.672,donation,PayPal,50
7307394,2024-02-29 00:36:11.674,donation,PayPal,250
7309567,2024-02-29 05:12:11.095,donation,Visa,50
7565841,2024-03-28 13:41:33.894,donation,Visa,250
8084226,2024-06-22 21:14:07.239,donation,PayPal,100
7300294,2024-02-28 13:36:14.496,donation,Visa,100
9210795,2024-12-20 22:02:40.995,donation,Mastercard,250
7308564,2024-02-29 02:21:28.905,donation,Visa,5
9176922,2024-12-16 04:12:43.090,donation,Discover,50
7304426,2024-02-28 19:34:30.977,donation,PayPal,25
8377465,2024-09-18 15:58:05.631,donation,Visa,50
6786111,2023-11-28 22:19:11.460,donation,Visa,750
7301489,2024-02-28 16:03:58.099,donation,Visa,100
8381456,2024-09-18 23:46:25.037,donation,PayPal,25
7306517,2024-02-28 23:24:13.081,donation,ApplePay,10
8379159,2024-09-18 18:06:57.646,donation,Visa,25
7309778,2024-02-29 09:36:41.874,donation,Visa,100
8718117,2024-10-26 16:16:44.481,donation,Discover,200
7309730,2024-02-29 08:11:57.817,donation,Visa,50
8379408,2024-09-18 18:37:29.438,donation,Discover,100
8381889,2024-09-19 00:48:10.067,donation,PayPal,50
8043036,2024-06-10 21:18:00.923,donation,Visa,100
8382357,2024-09-19 02:04:20.110,donation,Visa,100
7304292,2024-02-28 19:19:33.062,donation,Mastercard,1000
8376888,2024-09-18 14:35:05.020,donation,Visa,200
8381999,2024-09-19 01:03:15.551,donation,PayPal,25
9269664,2024-12-30 03:24:43.067,donation,Mastercard,100
7739319,2024-04-12 20:03:05.224,donation,Mastercard,25
8531922,2024-10-10 12:17:16.123,donation,Mastercard,1000
7297076,2024-02-28 00:16:04.304,donation,PayPal,100
8381268,2024-09-18 23:17:34.402,donation,GooglePay,25
7306474,2024-02-28 23:18:50.785,donation,PayPal,100
7309387,2024-02-29 04:18:23.792,donation,PayPal,200
7306536,2024-02-28 23:26:48.189,donation,Visa,50
8380871,2024-09-18 22:17:29.570,donation,Visa,50
9220891,2024-12-22 23:51:06.645,donation,Visa,500
7307366,2024-02-29 00:34:36.691,donation,PayPal,50
9130919,2024-12-09 16:42:54.558,donation,Mastercard,300
8377158,2024-09-18 15:10:16.864,donation,PayPal,10
7294724,2024-02-27 21:17:03.208,donation,Mastercard,100
7300234,2024-02-28 13:27:44.500,donation,Discover,250
7306988,2024-02-29 00:06:40.363,donation,Mastercard,50
7004740,2024-01-04 18:00:33.273,installment,Visa,10
7309087,2024-02-29 03:28:53.358,donation,Visa,250
7307627,2024-02-29 00:51:49.527,donation,Venmo,25
7309025,2024-02-29 03:17:22.238,donation,Visa,10
8695448,2024-10-24 15:55:51.816,donation,Mastercard,10
7307266,2024-02-29 00:24:56.100,donation,Visa,50
8335078,2024-09-09 15:44:44.601,donation,Mastercard,100
9179377,2024-12-16 18:03:11.540,installment,Mastercard,15
8380876,2024-09-18 22:17:53.190,donation,ApplePay,25
7301308,2024-02-28 15:45:07.230,donation,Mastercard,100
6791125,2023-11-28 23:29:18.571,donation,ApplePay,100
7917496,2024-05-07 20:10:33.791,donation,Visa,100
8379769,2024-09-18 19:24:42.568,donation,Visa,250
8435820,2024-09-28 18:01:51.388,installment,Visa,100
7307353,2024-02-29 00:33:17.451,donation,PayPal,5
7308985,2024-02-29 03:11:03.514,donation,ApplePay,9
8379480,2024-09-18 18:46:30.850,donation,PayPal,50
7301682,2024-02-28 16:24:31.598,donation,Amex,25
7308188,2024-02-29 01:42:54.278,donation,Visa,100
8383282,2024-09-19 12:33:29.834,general,Mastercard,100
7305295,2024-02-28 21:17:15.179,donation,Visa,100
7309699,2024-02-29 06:58:12.243,donation,Visa,50
7307906,2024-02-29 01:18:52.994,donation,PayPal,50
7872861,2024-04-30 02:53:30.628,donation,Mastercard,25
7309002,2024-02-29 03:13:51.851,donation,Mastercard,100
8468030,2024-10-02 18:48:09.864,donation,Visa,25
8380556,2024-09-18 21:26:59.116,donation,PayPal,5.87
7301713,2024-02-28 16:28:05.667,donation,Mastercard,100
8380082,2024-09-18 20:14:24.263,installment,Visa,20.04
7303602,2024-02-28 18:06:00.629,donation,Visa,25
7575692,2024-03-29 18:55:43.051,donation,Visa,50
7302289,2024-02-28 17:25:50.359,donation,Visa,35
6966013,2023-12-30 17:06:23.678,donation,PayPal,500
8381988,2024-09-19 01:02:10.408,donation,PayPal,10
8379894,2024-09-18 19:44:03.449,donation,Visa,50
8502195,2024-10-08 16:59:13.270,donation,Visa,50
6888943,2023-12-15 20:11:44.642,donation,PayPal,50
8490763,2024-10-06 19:53:50.968,donation,Venmo,50
7287967,2024-02-27 13:12:35.249,donation,PayPal,100
7309035,2024-02-29 03:19:17.186,donation,Mastercard,100
7309084,2024-02-29 03:28:22.920,donation,Mastercard,25
8378914,2024-09-18 18:02:29.941,donation,Visa,50.9
7625459,2024-04-04 23:06:43.771,donation,Visa,25
7309376,2024-02-29 04:15:55.103,donation,PayPal,25
7306444,2024-02-28 23:15:28.765,donation,PayPal,5
7305781,2024-02-28 22:09:25.087,donation,Mastercard,100
7306943,2024-02-29 00:04:05.909,donation,PayPal,50
8334359,2024-09-09 12:37:11.022,installment,Mastercard,400
7282387,2024-02-26 16:04:42.712,donation,PayPal,50
6887305,2023-12-15 18:09:17.797,donation,Visa,50
7308389,2024-02-29 02:02:09.569,donation,ApplePay,50
8381748,2024-09-19 00:27:30.795,donation,Venmo,5
7304034,2024-02-28 18:54:15.258,donation,Visa,250
7302488,2024-02-28 17:44:13.451,donation,PayPal,50
8202145,2024-08-02 18:44:51.415,donation,PayPal,1000
7306206,2024-02-28 22:46:30.925,donation,Visa,500
8386793,2024-09-19 19:19:12.135,general,Visa,50
7301552,2024-02-28 16:10:52.783,donation,Visa,50
8380252,2024-09-18 20:38:27.556,donation,ApplePay,50
7302249,2024-02-28 17:22:17.944,donation,Visa,50
7300381,2024-02-28 13:48:57.712,donation,Mastercard,200
7301262,2024-02-28 15:40:12.653,donation,Visa,100
8486226,2024-10-05 18:00:28.757,installment,Visa,25
8011747,2024-05-31 19:39:18.978,donation,Visa,25
7871563,2024-04-29 22:26:04.842,donation,PayPal,50
7309091,2024-02-29 03:29:23.856,donation,Mastercard,50
7304111,2024-02-28 19:01:18.646,donation,ApplePay,100
7528775,2024-03-25 21:00:18.928,donation,Amex,1000
8376701,2024-09-18 14:05:56.271,donation,Visa,50
7305618,2024-02-28 21:53:33.517,donation,Visa,50
7308726,2024-02-29 02:41:35.194,donation,Mastercard,25.99
7305660,2024-02-28 21:57:02.223,donation,Visa,100.93
8164208,2024-07-13 18:00:39.977,installment,Visa,25
7302012,2024-02-28 17:02:39.056,donation,Visa,100
7309451,2024-02-29 04:34:54.674,donation,PayPal,25
9150235,2024-12-12 02:28:44.559,donation,Discover,2461.84
7309696,2024-02-29 06:53:20.856,donation,PayPal,10
7307497,2024-02-29 00:43:32.427,donation,Amex,500
6510277,2023-10-16 22:08:45.510,donation,Visa,25
8382663,2024-09-19 03:12:22.774,donation,Amex,1000
7309813,2024-02-29 10:27:20.771,donation,Visa,600
8376847,2024-09-18 14:27:37.388,donation,Mastercard,20
7304819,2024-02-28 20:23:45.099,donation,Discover,100
8381502,2024-09-18 23:53:02.278,donation,ApplePay,250
7309543,2024-02-29 05:04:31.330,donation,Mastercard,300
6839567,2023-12-04 18:13:52.879,donation,Venmo,500
8381818,2024-09-19 00:36:57.077,donation,Visa,100
8376175,2024-09-18 12:05:55.941,donation,Mastercard,100
8380626,2024-09-18 21:37:42.080,donation,Venmo,5.88
7308685,2024-02-29 02:38:03.390,donation,ApplePay,2
6932898,2023-12-26 22:42:20.876,donation,Discover,25
7303970,2024-02-28 18:47:29.800,donation,Visa,25
8381479,2024-09-18 23:49:46.401,donation,PayPal,5
6727061,2023-11-23 00:13:10.841,donation,Visa,100
7306287,2024-02-28 22:56:01.812,donation,PayPal,25
8066956,2024-06-18 10:46:32.580,donation,Visa,6.18
8380912,2024-09-18 22:23:45.114,donation,Amex,25
8377744,2024-09-18 16:31:53.363,donation,PayPal,5.96
8382509,2024-09-19 02:35:58.170,donation,Mastercard,100
8464735,2024-10-02 14:52:07.981,donation,ApplePay,100
9165158,2024-12-13 23:42:19.844,donation,Visa,250
8379370,2024-09-18 18:33:30.140,donation,ApplePay,500
8362241,2024-09-15 18:01:27.125,installment,Visa,20
7300615,2024-02-28 14:20:48.053,donation,Visa,25
7314839,2024-02-29 17:17:19.587,donation,Visa,50
7309316,2024-02-29 04:03:00.788,donation,PayPal,100
7306687,2024-02-28 23:42:17.739,donation,Visa,1100
7305900,2024-02-28 22:20:22.618,donation,Visa,50
7308601,2024-02-29 02:26:22.153,donation,Visa,50
8654188,2024-10-21 23:55:51.641,donation,Venmo,50
9169261,2024-12-14 19:57:15.616,donation,Visa,1500
8641924,2024-10-19 21:31:24.169,donation,Visa,100
8468728,2024-10-02 20:15:45.694,donation,Visa,50
8380779,2024-09-18 22:00:37.203,donation,Visa,2
6869985,2023-12-11 18:46:51.893,donation,Mastercard,100
7308943,2024-02-29 03:06:05.515,donation,PayPal,50
8376678,2024-09-18 14:00:54.902,donation,Amex,50
8952182,2024-11-27 01:10:10.135,donation,Amex,400
7302235,2024-02-28 17:21:15.512,donation,Venmo,50
8382610,2024-09-19 03:01:15.786,donation,PayPal,25
8381713,2024-09-19 00:22:14.894,donation,PayPal,50
8379785,2024-09-18 19:26:59.640,donation,Discover,100
6813738,2023-11-29 05:01:03.352,donation,PayPal,200
7308348,2024-02-29 01:57:52.412,donation,ApplePay,5
6931713,2023-12-26 19:04:33.797,donation,Mastercard,1000
7306504,2024-02-28 23:22:45.762,donation,Venmo,25
7686106,2024-04-10 20:58:12.283,donation,GooglePay,100
6935289,2023-12-27 16:00:05.004,donation,PayPal,100
7305951,2024-02-28 22:25:19.963,donation,Visa,100
8382207,2024-09-19 01:36:29.155,donation,ApplePay,19.9
8485732,2024-10-05 15:37:06.853,donation,Venmo,250
9165386,2024-12-14 00:26:21.421,donation,ApplePay,100
8639731,2024-10-19 16:19:19.591,donation,ApplePay,500
7303656,2024-02-28 18:12:33.989,donation,Venmo,25
8379542,2024-09-18 18:55:52.214,donation,Mastercard,20
9142518,2024-12-11 01:28:37.623,donation,Visa,25
7308790,2024-02-29 02:46:56.627,donation,Visa,25
9184689,2024-12-17 15:22:03.262,donation,ApplePay,100
8239559,2024-08-19 20:51:41.942,donation,Visa,400
8382042,2024-09-19 01:09:46.232,donation,ApplePay,25
9086716,2024-12-04 03:39:12.388,donation,Visa,200
8379543,2024-09-18 18:56:06.135,donation,Mastercard,100
9022206,2024-12-03 17:57:15.490,donation,Visa,100
8354033,2024-09-13 02:25:38.616,donation,Discover,100
8468344,2024-10-02 19:23:09.293,donation,Venmo,100
7304573,2024-02-28 19:50:40.384,donation,Visa,500
7315355,2024-02-29 17:44:01.539,general,Visa,50
8377183,2024-09-18 15:14:12.347,donation,Visa,100
7301457,2024-02-28 16:00:36.058,donation,Venmo,250
8347822,2024-09-12 03:10:12.062,donation,Mastercard,25
9197245,2024-12-19 00:20:25.571,donation,Visa,5000
8377912,2024-09-18 16:50:22.286,donation,Visa,100
8380906,2024-09-18 22:23:16.539,donation,Amex,100
8380315,2024-09-18 20:48:38.195,donation,PayPal,100
7307108,2024-02-29 00:14:06.443,donation,Visa,25
7311166,2024-02-29 14:05:57.543,donation,GooglePay,50
7309365,2024-02-29 04:12:26.768,donation,PayPal,100
8377120,2024-09-18 15:04:34.132,donation,Visa,100
7307758,2024-02-29 01:05:15.277,donation,Amex,10.91
7307430,2024-02-29 00:38:28.482,donation,Visa,50
7306775,2024-02-28 23:51:09.294,donation,Venmo,100
7308826,2024-02-29 02:51:27.949,donation,Visa,100
8380661,2024-09-18 21:44:41.289,donation,ApplePay,5
8365808,2024-09-16 16:46:24.235,donation,ApplePay,50
7302348,2024-02-28 17:31:27.177,donation,PayPal,50
9196995,2024-12-18 23:31:46.483,donation,Mastercard,100
7301470,2024-02-28 16:01:47.907,donation,Visa,250
7886708,2024-05-01 20:10:18.244,donation,PayPal,25
8238322,2024-08-19 17:24:01.003,donation,Visa,500
7306745,2024-02-28 23:47:39.269,donation,Mastercard,25
9125005,2024-12-07 23:59:57.205,donation,PayPal,1000
8716856,2024-10-26 03:19:28.783,donation,Visa,100
7309796,2024-02-29 10:07:01.986,donation,Visa,5
7302151,2024-02-28 17:14:15.481,donation,Visa,50
9133933,2024-12-09 21:39:57.385,donation,Visa,100
8381134,2024-09-18 22:56:43.780,donation,PayPal,50
8379783,2024-09-18 19:26:47.472,donation,Mastercard,50
7308336,2024-02-29 01:56:20.385,donation,Visa,50
7293414,2024-02-27 19:34:00.245,donation,Venmo,100
8066989,2024-06-18 11:24:25.357,donation,PayPal,6.18
7308058,2024-02-29 01:31:25.600,donation,ApplePay,25.93
7306571,2024-02-28 23:30:03.615,donation,Venmo,25
9183367,2024-12-17 04:40:05.203,donation,Amex,25
8380545,2024-09-18 21:26:21.697,donation,Visa,50
7308448,2024-02-29 02:09:19.219,donation,Visa,10
7306135,2024-02-28 22:40:17.668,donation,ApplePay,200
9219108,2024-12-22 18:04:00.520,installment,Mastercard,5
8381984,2024-09-19 01:01:30.022,donation,Venmo,5
7300273,2024-02-28 13:32:33.628,donation,Visa,200
8221904,2024-08-12 20:29:48.164,donation,Amex,500
9175882,2024-12-15 22:40:33.886,donation,Visa,1000
7304461,2024-02-28 19:39:16.802,donation,Mastercard,25
7158074,2024-02-07 17:35:34.503,donation,Visa,300
8379228,2024-09-18 18:16:53.642,donation,Mastercard,25
8381585,2024-09-19 00:04:02.994,donation,PayPal,25
9187691,2024-12-17 19:04:04.660,match,Visa,50
8146822,2024-07-02 18:03:19.683,installment,Mastercard,50
7305995,2024-02-28 22:28:28.968,donation,PayPal,25
8624728,2024-10-18 00:09:06.995,donation,Visa,250
7306562,2024-02-28 23:29:17.438,donation,Mastercard,250
7302006,2024-02-28 17:02:13.225,donation,PayPal,250
6250296,2023-08-14 15:48:55.321,donation,PayPal,200
7308505,2024-02-29 02:15:21.101,donation,PayPal,50
7165031,2024-02-08 16:01:13.506,donation,Mastercard,300
7306078,2024-02-28 22:36:29.153,donation,Mastercard,100
7305670,2024-02-28 21:57:48.097,donation,ApplePay,81
7309801,2024-02-29 10:14:46.245,donation,Visa,88.88
6713499,2023-11-18 13:11:28.746,donation,PayPal,25
8377438,2024-09-18 15:54:16.341,donation,PayPal,250
7301585,2024-02-28 16:14:02.196,donation,Mastercard,50
8380877,2024-09-18 22:18:08.237,donation,ApplePay,25
8382623,2024-09-19 03:02:29.085,donation,Visa,100
7305725,2024-02-28 22:03:16.351,donation,PayPal,250
8463061,2024-10-02 11:57:50.707,donation,Venmo,20
7339976,2024-03-03 23:33:22.860,donation,PayPal,100
8381587,2024-09-19 00:04:20.258,donation,ApplePay,25
8376387,2024-09-18 13:05:54.558,donation,Visa,250
7303707,2024-02-28 18:18:24.187,donation,PayPal,250
7300629,2024-02-28 14:23:09.775,donation,Visa,25
8379141,2024-09-18 18:04:05.654,donation,Visa,50
8067087,2024-06-18 12:35:17.639,donation,PayPal,6.18
7302288,2024-02-28 17:25:38.338,donation,Visa,50
8376511,2024-09-18 13:29:53.098,donation,Visa,500
7307830,2024-02-29 01:12:07.639,donation,PayPal,25
7300724,2024-02-28 14:35:47.691,donation,Visa,100
7327234,2024-03-01 04:36:36.288,donation,Mastercard,50
7306231,2024-02-28 22:49:41.550,donation,PayPal,100
8377442,2024-09-18 15:54:56.813,donation,Visa,25
7308976,2024-02-29 03:10:10.080,donation,ApplePay,50
9194380,2024-12-18 18:03:46.802,installment,ApplePay,25
7301559,2024-02-28 16:11:35.557,donation,Visa,5
7300061,2024-02-28 12:52:36.021,donation,PayPal,100
8381285,2024-09-18 23:19:52.453,donation,ApplePay,19.98
7304654,2024-02-28 20:02:10.052,donation,PayPal,5
8377230,2024-09-18 15:22:13.321,donation,Visa,100
6717373,2023-11-20 00:15:01.866,donation,Visa,100
6866935,2023-12-10 20:54:57.624,donation,Mastercard,25
8376074,2024-09-18 11:12:58.967,donation,PayPal,50
7303642,2024-02-28 18:10:58.969,donation,Venmo,100.97
7308844,2024-02-29 02:53:44.142,donation,Visa,100
6949818,2023-12-29 00:12:33.088,donation,Mastercard,500
9217461,2024-12-22 14:00:57.155,donation,Amex,25
7307644,2024-02-29 00:53:08.276,donation,Visa,20.21
8467739,2024-10-02 18:15:29.462,donation,ApplePay,100
7305706,2024-02-28 22:01:03.473,donation,ApplePay,25
7308363,2024-02-29 01:59:37.188,donation,PayPal,200
6238886,2023-08-08 14:52:41.786,donation,Venmo,100
8381952,2024-09-19 00:56:10.025,donation,Visa,250
8376222,2024-09-18 12:19:46.088,donation,Visa,25
7309465,2024-02-29 04:37:48.466,donation,ApplePay,250
8382253,2024-09-19 01:44:30.117,donation,Amex,25
7305499,2024-02-28 21:38:58.993,donation,PayPal,5
8461158,2024-10-02 00:55:53.544,donation,PayPal,25
8382013,2024-09-19 01:05:25.565,donation,PayPal,10
8376686,2024-09-18 14:02:28.403,donation,Visa,50
8382198,2024-09-19 01:34:15.326,donation,Visa,25.96
7307821,2024-02-29 01:11:00.800,donation,ApplePay,25
8381924,2024-09-19 00:52:21.049,donation,Mastercard,25
9319431,2024-12-31 22:29:30.618,donation,PayPal,100
7238818,2024-02-19 17:43:37.080,donation,Visa,100
9180571,2024-12-16 19:38:07.437,donation,Visa,50
7244505,2024-02-20 20:19:12.113,donation,ApplePay,100
7304256,2024-02-28 19:16:04.867,donation,Visa,25
7309122,2024-02-29 03:33:32.521,donation,PayPal,25
